Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM25,SO2,PM10,CO
04/07/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
04/08/2002,62,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,62,,,
04/09/2002,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
04/10/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
04/11/2002,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,41,,,
04/12/2002,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
04/13/2002,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,.,,,
04/14/2002,55,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,54,55,,,
04/15/2002,58,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,58,.,,,
04/16/2002,50,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,50,.,,,
04/17/2002,52,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,51,52,,,
04/18/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
04/19/2002,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
04/20/2002,53,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,53,,,
04/21/2002,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
04/22/2002,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
04/23/2002,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,40,,,
04/24/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
04/25/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
04/26/2002,46,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,46,25,,,
04/27/2002,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
04/28/2002,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
04/29/2002,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,35,,,
04/30/2002,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,.,,,
05/01/2002,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
05/02/2002,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,33,,,
05/03/2002,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,.,,,
05/04/2002,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,.,,,
05/05/2002,90,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,90,52,,,
05/06/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
05/07/2002,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
05/08/2002,53,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,40,53,,,
05/09/2002,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,.,,,
05/10/2002,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,.,,,
05/11/2002,43,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,42,43,,,
05/12/2002,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,.,,,
05/13/2002,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
05/14/2002,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,29,,,
05/15/2002,80,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,80,.,,,
05/16/2002,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
05/17/2002,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,11,,,
05/18/2002,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
05/19/2002,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,.,,,
05/20/2002,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,27,,,
05/21/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
05/22/2002,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,,,
05/23/2002,105,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,105,57,,,
05/24/2002,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,.,,,
05/25/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
05/26/2002,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,26,,,
05/27/2002,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,.,,,
05/28/2002,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
05/29/2002,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,42,,,
05/30/2002,77,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,77,.,,,
05/31/2002,97,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,97,.,,,
06/01/2002,105,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,105,51,,,
06/02/2002,84,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,84,.,,,
06/03/2002,126,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,126,.,,,
06/04/2002,71,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,71,54,,,
06/05/2002,19,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,19,.,,,
06/06/2002,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
06/07/2002,71,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,71,58,,,
06/08/2002,133,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,133,.,,,
06/09/2002,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,.,,,
06/10/2002,59,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,47,59,,,
06/11/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
06/12/2002,64,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,64,.,,,
06/13/2002,41,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,41,,,
06/14/2002,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
06/15/2002,50,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,50,.,,,
06/16/2002,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,18,,,
06/17/2002,64,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,64,.,,,
06/18/2002,122,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,122,.,,,
06/19/2002,154,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,154,75,,,
06/20/2002,143,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,143,.,,,
06/21/2002,159,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,159,.,,,
06/22/2002,197,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,197,92,,,
06/23/2002,182,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,182,.,,,
06/24/2002,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
06/25/2002,61,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,61,56,,,
06/26/2002,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,.,,,
06/27/2002,77,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,77,.,,,
06/28/2002,84,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,84,51,,,
06/29/2002,90,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,90,.,,,
06/30/2002,64,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,64,.,,,
07/01/2002,68,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,45,68,,,
07/02/2002,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,.,,,
07/03/2002,80,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,80,.,,,
07/04/2002,122,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,122,89,,,
07/05/2002,112,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,112,.,,,
07/06/2002,93,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,93,.,,,
07/07/2002,115,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,115,59,,,
07/08/2002,161,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,161,.,,,
07/09/2002,122,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,122,.,,,
07/10/2002,62,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,51,62,,,
07/11/2002,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,.,,,
07/12/2002,108,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,108,.,,,
07/13/2002,136,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,136,60,,,
07/14/2002,150,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,150,.,,,
07/15/2002,154,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,154,.,,,
07/16/2002,147,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,147,91,,,
07/17/2002,122,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,122,.,,,
07/18/2002,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
07/19/2002,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,38,,,
07/20/2002,87,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,87,.,,,
07/21/2002,46,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,46,.,,,
07/22/2002,64,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,64,48,,,
07/23/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
07/24/2002,50,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,50,.,,,
07/25/2002,97,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,97,75,,,
07/26/2002,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
07/27/2002,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
07/28/2002,53,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,46,53,,,
07/29/2002,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
07/30/2002,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
07/31/2002,90,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,90,64,,,
08/01/2002,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,.,,,
08/02/2002,58,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,58,.,,,
08/03/2002,97,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,97,79,,,
08/04/2002,105,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,105,.,,,
08/05/2002,58,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,58,.,,,
08/06/2002,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,33,,,
08/07/2002,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,.,,,
08/08/2002,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,.,,,
08/09/2002,93,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,93,54,,,
08/10/2002,147,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,147,.,,,
08/11/2002,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
08/12/2002,66,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,64,66,,,
08/13/2002,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
08/14/2002,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
08/15/2002,40,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,39,40,,,
08/16/2002,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
08/17/2002,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,.,,,
08/18/2002,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,28,,,
08/19/2002,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
08/20/2002,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
08/21/2002,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,64,,,
08/22/2002,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
08/23/2002,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
08/24/2002,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,30,,,
08/25/2002,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,.,,,
08/26/2002,50,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,50,.,,,
08/27/2002,57,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,51,57,,,
08/28/2002,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,.,,,
08/29/2002,77,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,77,.,,,
08/30/2002,77,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,77,68,,,
08/31/2002,108,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,108,.,,,
09/01/2002,97,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,97,.,,,
09/02/2002,73,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,49,73,,,
09/03/2002,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
09/04/2002,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
09/05/2002,46,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,46,37,,,
09/06/2002,136,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,136,.,,,
09/07/2002,159,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,159,.,,,
09/08/2002,129,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,129,88,,,
09/09/2002,115,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,115,.,,,
09/10/2002,101,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,101,.,,,
09/11/2002,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,35,,,
09/12/2002,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,.,,,
09/13/2002,97,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,97,.,,,
09/14/2002,147,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,147,70,,,
09/15/2002,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
09/16/2002,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
09/17/2002,64,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,51,64,,,
09/18/2002,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
09/19/2002,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
09/20/2002,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,14,,,
09/21/2002,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
09/22/2002,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
09/23/2002,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,25,,,
09/24/2002,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,.,,,
09/25/2002,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
09/26/2002,63,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,40,63,,,
09/27/2002,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,,,
09/28/2002,97,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,97,.,,,
09/29/2002,77,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,77,76,,,
09/30/2002,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,.,,,
10/01/2002,61,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,61,.,,,
10/02/2002,61,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,61,57,,,
10/03/2002,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
10/04/2002,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
10/05/2002,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,31,,,
10/06/2002,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
10/07/2002,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
10/08/2002,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,28,,,
10/09/2002,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
10/10/2002,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
10/11/2002,64,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,42,64,,,
10/12/2002,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
10/13/2002,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
10/14/2002,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,16,,,
10/15/2002,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
10/16/2002,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
10/17/2002,41,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,41,,,
10/18/2002,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,.,,,
10/19/2002,25,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,25,.,,,
10/20/2002,45,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,31,45,,,
10/21/2002,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
10/22/2002,14,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,14,.,,,
10/23/2002,61,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,14,61,,,
10/24/2002,13,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,13,.,,,
10/25/2002,4,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,4,.,,,
10/26/2002,52,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,9,52,,,
10/27/2002,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
10/28/2002,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
10/29/2002,47,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,19,47,,,
10/30/2002,19,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,19,.,,,
10/31/2002,24,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,24,.,,,
11/01/2002,33,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,26,33,,,
11/02/2002,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
11/03/2002,11,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,11,.,,,
11/04/2002,62,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,22,62,,,
11/05/2002,16,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,16,.,,,
11/06/2002,24,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,24,.,,,
11/07/2002,41,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,26,41,,,
11/08/2002,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,.,,,
11/09/2002,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
11/10/2002,49,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,25,49,,,
11/11/2002,8,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,8,.,,,
11/12/2002,16,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,16,.,,,
11/13/2002,37,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,21,37,,,
11/14/2002,25,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,25,.,,,
11/15/2002,24,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,24,.,,,
11/16/2002,30,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,30,,,
11/17/2002,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
11/18/2002,18,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,18,.,,,
11/19/2002,54,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,23,54,,,
11/20/2002,24,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,24,.,,,
11/21/2002,20,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,20,.,,,
11/22/2002,39,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,39,,,
11/23/2002,19,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,19,.,,,
11/24/2002,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
11/25/2002,21,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,21,20,,,
11/26/2002,13,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,13,.,,,
11/27/2002,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
11/28/2002,71,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,20,71,,,
11/29/2002,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
11/30/2002,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
12/01/2002,27,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,27,16,,,
12/02/2002,19,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,19,.,,,
12/03/2002,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
12/04/2002,56,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,19,56,,,
12/05/2002,22,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,22,.,,,
12/06/2002,17,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,17,.,,,
12/07/2002,77,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,15,77,,,
12/08/2002,27,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,27,.,,,
12/09/2002,28,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,28,.,,,
12/10/2002,65,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,15,65,,,
12/11/2002,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
12/12/2002,11,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,11,.,,,
12/13/2002,80,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,16,80,,,
12/14/2002,14,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,14,.,,,
12/15/2002,19,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,19,.,,,
12/16/2002,35,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,24,35,,,
12/17/2002,19,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,19,.,,,
12/18/2002,28,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,28,.,,,
12/19/2002,49,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,19,49,,,
12/20/2002,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
12/21/2002,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
12/22/2002,52,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,19,52,,,
12/23/2002,18,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,18,.,,,
12/24/2002,19,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,19,.,,,
12/25/2002,46,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,20,46,,,
12/26/2002,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
12/27/2002,15,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,15,.,,,
12/28/2002,64,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,64,,,
12/29/2002,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,,,
12/30/2002,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
12/31/2002,28,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,19,28,,,
01/01/2003,20,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,20,.,,,
01/02/2003,19,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,19,.,,,
01/03/2003,48,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,24,48,,,
01/04/2003,18,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,18,.,,,
01/05/2003,10,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,10,.,,,
01/06/2003,53,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,25,53,,,
01/07/2003,10,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,10,.,,,
01/08/2003,15,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,15,.,,,
01/09/2003,25,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,25,14,,,
01/10/2003,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
01/11/2003,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
01/12/2003,24,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,24,20,,,
01/13/2003,20,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,20,.,,,
01/14/2003,25,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,25,.,,,
01/15/2003,29,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,29,,,
01/16/2003,25,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,25,.,,,
01/17/2003,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,.,,,
01/18/2003,36,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,26,36,,,
01/19/2003,27,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,27,.,,,
01/20/2003,27,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,27,.,,,
01/21/2003,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,22,,,
01/22/2003,25,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,25,.,,,
01/23/2003,28,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,28,.,,,
01/24/2003,38,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,38,,,
01/25/2003,20,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,20,.,,,
01/26/2003,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
01/27/2003,38,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,22,38,,,
01/28/2003,65,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,16,65,,,
01/29/2003,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
01/30/2003,53,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,20,53,,,
01/31/2003,9,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,9,.,,,
