Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM25,SO2,PM10,CO
02/16/1992,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,7,.,
02/17/1992,36,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,17,.,36,.,
02/18/1992,18,PM10,,17-019-0005,AQS,17,.,17,18,
02/19/1992,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,4,.,
02/20/1992,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,14,.,
02/21/1992,56,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,56,.,
02/22/1992,72,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,72,.,
02/23/1992,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,9,.,
02/24/1992,33,PM10,,17-019-0005,AQS,17,.,24,33,
02/25/1992,22,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,.,3,.,
02/26/1992,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,4,.,
02/27/1992,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,13,.,
02/28/1992,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,7,.,
02/29/1992,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,27,.,
03/01/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,31,24,
03/02/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,16,.,
03/03/1992,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,14,.,
03/04/1992,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,24,.,
03/05/1992,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,23,.,
03/06/1992,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,9,.,
03/07/1992,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,3,.,
03/08/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,3,.,
03/09/1992,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,26,.,
03/10/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,1,.,
03/11/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,10,.,
03/12/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,14,.,
03/13/1992,28,PM10,,17-019-0005,AQS,.,.,.,28,
03/14/1992,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,7,.,
03/15/1992,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,13,.,
03/16/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,17,.,
03/17/1992,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,14,.,
03/18/1992,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,3,.,
03/19/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,11,19,
03/20/1992,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,6,.,
03/21/1992,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,10,.,
03/22/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,4,.,
03/23/1992,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,9,.,
03/24/1992,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,36,.,
03/25/1992,34,PM10,,17-019-0005,AQS,30,.,30,34,
03/26/1992,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,4,.,
03/30/1992,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,.,.,
03/31/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,14,24,
04/01/1992,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,7,.,
04/02/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,3,.,
04/03/1992,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,13,.,
04/04/1992,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,3,.,
04/05/1992,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,20,.,
04/06/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,29,27,
04/07/1992,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,17,.,
04/08/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,20,.,
04/09/1992,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,10,.,
04/10/1992,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,.,11,.,
04/11/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,16,.,
04/12/1992,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,6,20,
04/13/1992,34,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,34,.,
04/14/1992,51,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,51,.,
04/15/1992,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,21,.,
04/16/1992,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,13,.,
04/17/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,4,.,
04/18/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,7,.,
04/19/1992,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,11,20,
04/20/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,11,.,
04/21/1992,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,14,.,
04/22/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,7,.,
04/23/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,40,.,
04/24/1992,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,16,18,
04/25/1992,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,4,.,
04/26/1992,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,4,.,
04/27/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,9,.,
04/28/1992,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,26,.,
04/29/1992,29,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,29,.,
04/30/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,9,36,
05/01/1992,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,13,.,
05/02/1992,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,7,.,
05/03/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,4,.,
05/04/1992,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,7,.,
05/05/1992,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,9,.,
05/06/1992,35,PM10,,17-019-0005,AQS,35,.,14,35,
05/07/1992,48,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,48,.,11,.,
05/08/1992,58,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,58,.,14,.,
05/09/1992,61,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,61,.,17,.,
05/10/1992,84,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,84,.,10,.,
05/11/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,26,.,
05/12/1992,44,PM10,,17-019-0005,AQS,31,.,9,44,
05/13/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,6,.,
05/14/1992,17,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,17,.,6,.,
05/15/1992,61,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,61,.,9,.,
05/16/1992,93,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,93,.,11,.,
05/17/1992,45,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,45,.,9,.,
05/18/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,7,34,
05/19/1992,61,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,61,.,13,.,
05/20/1992,71,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,71,.,17,.,
05/21/1992,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,23,.,
05/22/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,11,.,
05/23/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,9,.,
05/24/1992,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,6,26,
05/25/1992,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,11,.,
05/26/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,9,.,
05/27/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,17,.,
05/28/1992,58,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,58,.,9,.,
05/29/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,23,.,
05/30/1992,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,10,39,
05/31/1992,97,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,97,.,9,.,
06/01/1992,80,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,80,.,10,.,
06/02/1992,101,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,101,.,24,.,
06/03/1992,97,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,97,.,27,.,
06/04/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,13,.,
06/05/1992,87,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,87,.,14,40,
06/06/1992,77,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,77,.,16,.,
06/07/1992,54,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,54,.,6,.,
06/08/1992,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,4,.,
06/09/1992,51,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,51,.,4,.,
06/10/1992,74,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,74,.,36,.,
06/11/1992,87,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,87,.,16,.,
06/12/1992,115,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,115,.,9,.,
06/13/1992,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,16,.,
06/14/1992,61,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,61,.,7,.,
06/15/1992,67,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,67,.,21,.,
06/16/1992,97,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,97,.,20,.,
06/17/1992,61,PM10,,17-019-0005,AQS,40,.,19,61,
06/18/1992,48,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,48,.,6,.,
06/19/1992,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,6,.,
06/20/1992,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,3,.,
06/21/1992,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,6,.,
06/22/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,17,.,
06/23/1992,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,11,33,
06/24/1992,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,4,.,
06/25/1992,45,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,45,.,23,.,
06/26/1992,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,11,.,
06/27/1992,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,11,.,
06/28/1992,80,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,80,.,29,.,
06/29/1992,133,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,133,.,39,50,
06/30/1992,156,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,156,.,41,.,
07/01/1992,48,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,48,.,24,.,
07/02/1992,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,4,.,
07/03/1992,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,1,.,
07/04/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,6,.,
07/05/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,6,29,
07/06/1992,50,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,50,.,10,.,
07/07/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,19,.,
07/08/1992,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,7,.,
07/09/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,10,.,
07/10/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,4,.,
07/11/1992,38,PM10,,17-019-0005,AQS,.,.,6,38,
07/13/1992,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,.,.,
07/15/1992,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,.,.,
07/16/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,9,.,
07/17/1992,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,6,23,
07/18/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,9,.,
07/19/1992,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,.,9,.,
07/20/1992,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,4,.,
07/21/1992,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,6,.,
07/22/1992,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,16,.,
07/23/1992,37,PM10,,17-019-0005,AQS,32,.,7,37,
07/24/1992,35,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,35,.,7,.,
07/25/1992,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,9,.,
07/26/1992,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,0,.,
07/27/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,6,.,
07/28/1992,39,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,39,.,24,.,
07/29/1992,35,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,35,.,10,21,
07/30/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,9,.,
07/31/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,4,.,
08/01/1992,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,16,.,
08/02/1992,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,23,.,
08/03/1992,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,7,.,
08/04/1992,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,11,27,
08/05/1992,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,11,.,
08/06/1992,54,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,54,.,
08/07/1992,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,24,.,
08/08/1992,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,.,4,.,
08/09/1992,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,9,.,
08/10/1992,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,7,26,
08/11/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,14,.,
08/12/1992,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,17,.,
08/13/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,7,.,
08/14/1992,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,4,.,
08/15/1992,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,9,.,
08/16/1992,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,6,23,
08/17/1992,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,14,.,
08/18/1992,46,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,46,.,20,.,
08/19/1992,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,3,.,
08/20/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,4,.,
08/21/1992,50,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,50,.,7,.,
08/22/1992,97,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,97,.,55,59,
08/23/1992,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,21,.,
08/24/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,21,.,
08/25/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,23,.,
08/26/1992,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,20,.,
08/27/1992,12,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,12,.,1,.,
08/28/1992,25,PM10,,17-019-0005,AQS,24,.,24,25,
08/29/1992,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,21,.,
08/30/1992,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,7,.,
08/31/1992,34,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,34,.,
09/01/1992,35,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,35,.,17,.,
09/02/1992,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,7,.,
09/03/1992,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,4,24,
09/04/1992,6,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,.,.,6,.,
09/05/1992,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,17,.,
09/06/1992,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,9,.,
09/07/1992,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,23,.,
09/08/1992,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,4,.,
09/09/1992,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,10,30,
09/10/1992,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,9,.,
09/11/1992,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,4,.,
09/12/1992,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,9,.,
09/13/1992,58,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,58,.,20,.,
09/14/1992,51,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,50,.,51,.,
09/15/1992,45,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,45,.,14,44,
09/16/1992,49,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,49,.,27,.,
09/17/1992,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,.,11,.,
09/18/1992,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,6,.,
09/19/1992,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,7,.,
09/20/1992,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,14,.,
09/21/1992,32,PM10,,17-019-0005,AQS,19,.,4,32,
09/22/1992,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,4,.,
09/23/1992,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,3,.,
09/24/1992,66,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,66,.,
09/25/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,20,.,
09/26/1992,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,7,.,
09/27/1992,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,6,20,
09/28/1992,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,21,.,
09/29/1992,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,6,.,
09/30/1992,35,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,35,.,6,.,
10/01/1992,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,.,20,.,
10/02/1992,50,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,50,.,26,.,
10/03/1992,61,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,61,.,20,44,
10/04/1992,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,19,.,
10/05/1992,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,11,.,
10/06/1992,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,20,.,
10/07/1992,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,19,.,
10/08/1992,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,11,.,
10/09/1992,40,PM10,,17-019-0005,AQS,21,.,23,40,
10/10/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,10,.,
10/11/1992,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,6,.,
10/12/1992,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,16,.,
10/13/1992,40,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,40,.,
10/14/1992,100,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,50,.,100,.,
10/15/1992,32,PM10,,17-019-0005,AQS,26,.,17,32,
10/16/1992,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,1,.,
10/17/1992,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,3,.,
10/18/1992,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,1,.,
10/19/1992,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,10,.,
10/20/1992,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,14,.,
10/21/1992,23,PM10,,17-019-0005,AQS,17,.,21,23,
10/22/1992,44,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,44,.,
10/23/1992,39,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,39,.,17,.,
10/24/1992,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,21,.,
10/25/1992,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,6,.,
10/26/1992,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,9,.,
10/27/1992,42,PM10,,17-019-0005,AQS,31,.,4,42,
10/28/1992,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,11,.,
10/29/1992,12,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,12,.,7,.,
10/30/1992,14,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,14,.,3,.,
10/31/1992,30,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,8,.,30,.,
11/01/1992,17,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,6,.,17,.,
11/02/1992,16,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,16,.,11,.,
11/03/1992,12,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,12,.,7,.,
11/04/1992,15,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,15,.,.,.,
11/05/1992,10,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,10,.,6,.,
11/06/1992,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,7,.,
11/07/1992,9,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,9,.,9,.,
11/08/1992,27,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,27,21,
11/09/1992,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,11,.,
11/10/1992,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,13,.,
11/11/1992,23,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,4,.,23,.,
11/12/1992,17,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,17,.,6,.,
11/13/1992,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,4,.,
11/14/1992,17,PM10,,17-019-0005,AQS,13,.,6,17,
11/15/1992,16,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,16,.,6,.,
11/16/1992,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,20,.,
11/17/1992,22,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,.,13,.,
11/18/1992,11,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,6,.,11,.,
11/19/1992,19,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,3,.,19,.,
11/20/1992,30,SO2,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,30,19,
11/21/1992,14,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,14,.,4,.,
11/22/1992,9,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,9,.,4,.,
11/23/1992,12,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,12,.,6,.,
11/24/1992,7,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,7,.,6,.,
